"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 10 06:11:51 GMT 2024","Wed Jan 10 06:11:54 GMT 2024","2703","","","","","","Add product to the cart",""
"passed","Wed Jan 10 06:11:58 GMT 2024","Wed Jan 10 06:11:59 GMT 2024","691","","","","","","Unsuccessful registration - user tries to register with already used email address",""
"passed","Wed Jan 10 06:11:45 GMT 2024","Wed Jan 10 06:11:46 GMT 2024","749","","","","","","Successful login - happy path #2",""
"passed","Wed Jan 10 06:11:47 GMT 2024","Wed Jan 10 06:11:48 GMT 2024","664","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #3",""
"passed","Wed Jan 10 06:11:54 GMT 2024","Wed Jan 10 06:11:57 GMT 2024","3199","","","","","","Creation of the order",""
"passed","Wed Jan 10 06:11:49 GMT 2024","Wed Jan 10 06:11:51 GMT 2024","2020","","","","","","Get a specific product from the list based on the product Id",""
"passed","Wed Jan 10 06:11:46 GMT 2024","Wed Jan 10 06:11:46 GMT 2024","665","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #1",""
"passed","Wed Jan 10 06:11:48 GMT 2024","Wed Jan 10 06:11:49 GMT 2024","1442","","","","","","Get all products",""
"passed","Wed Jan 10 06:11:42 GMT 2024","Wed Jan 10 06:11:45 GMT 2024","2467","","","","","","Successful login - happy path #1",""
"passed","Wed Jan 10 06:11:46 GMT 2024","Wed Jan 10 06:11:47 GMT 2024","758","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #2",""
"passed","Wed Jan 10 06:11:57 GMT 2024","Wed Jan 10 06:11:58 GMT 2024","865","","","","","","Successful registration - happy path",""
