"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 15 06:11:10 GMT 2024","Thu Feb 15 06:11:11 GMT 2024","1473","","","","","","Get all products",""
"passed","Thu Feb 15 06:11:04 GMT 2024","Thu Feb 15 06:11:07 GMT 2024","2458","","","","","","Successful login - happy path #1",""
"passed","Thu Feb 15 06:11:17 GMT 2024","Thu Feb 15 06:11:20 GMT 2024","2728","","","","","","Creation of the order",""
"passed","Thu Feb 15 06:11:13 GMT 2024","Thu Feb 15 06:11:17 GMT 2024","3823","","","","","","Add product to the cart",""
"passed","Thu Feb 15 06:11:07 GMT 2024","Thu Feb 15 06:11:08 GMT 2024","756","","","","","","Successful login - happy path #2",""
"passed","Thu Feb 15 06:11:21 GMT 2024","Thu Feb 15 06:11:22 GMT 2024","706","","","","","","Unsuccessful registration - user tries to register with already used email address",""
"passed","Thu Feb 15 06:11:11 GMT 2024","Thu Feb 15 06:11:13 GMT 2024","2122","","","","","","Get a specific product from the list based on the product Id",""
"passed","Thu Feb 15 06:11:08 GMT 2024","Thu Feb 15 06:11:08 GMT 2024","689","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #1",""
"passed","Thu Feb 15 06:11:08 GMT 2024","Thu Feb 15 06:11:09 GMT 2024","749","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #2",""
"passed","Thu Feb 15 06:11:09 GMT 2024","Thu Feb 15 06:11:10 GMT 2024","665","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #3",""
"passed","Thu Feb 15 06:11:20 GMT 2024","Thu Feb 15 06:11:21 GMT 2024","1177","","","","","","Successful registration - happy path",""
