"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 11 06:11:57 GMT 2024","Thu Jan 11 06:11:59 GMT 2024","1999","","","","","","Get a specific product from the list based on the product Id",""
"passed","Thu Jan 11 06:12:05 GMT 2024","Thu Jan 11 06:12:06 GMT 2024","700","","","","","","Unsuccessful registration - user tries to register with already used email address",""
"passed","Thu Jan 11 06:12:05 GMT 2024","Thu Jan 11 06:12:05 GMT 2024","821","","","","","","Successful registration - happy path",""
"passed","Thu Jan 11 06:11:56 GMT 2024","Thu Jan 11 06:11:57 GMT 2024","1443","","","","","","Get all products",""
"passed","Thu Jan 11 06:11:54 GMT 2024","Thu Jan 11 06:11:54 GMT 2024","671","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #1",""
"passed","Thu Jan 11 06:11:59 GMT 2024","Thu Jan 11 06:12:02 GMT 2024","2683","","","","","","Add product to the cart",""
"passed","Thu Jan 11 06:11:55 GMT 2024","Thu Jan 11 06:11:56 GMT 2024","654","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #3",""
"passed","Thu Jan 11 06:11:53 GMT 2024","Thu Jan 11 06:11:54 GMT 2024","763","","","","","","Successful login - happy path #2",""
"passed","Thu Jan 11 06:11:50 GMT 2024","Thu Jan 11 06:11:53 GMT 2024","2506","","","","","","Successful login - happy path #1",""
"passed","Thu Jan 11 06:11:54 GMT 2024","Thu Jan 11 06:11:55 GMT 2024","758","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #2",""
"passed","Thu Jan 11 06:12:02 GMT 2024","Thu Jan 11 06:12:05 GMT 2024","2681","","","","","","Creation of the order",""
