"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 21 06:11:09 GMT 2024","Wed Feb 21 06:11:10 GMT 2024","679","","","","","","Unsuccessful registration - user tries to register with already used email address",""
"passed","Wed Feb 21 06:10:54 GMT 2024","Wed Feb 21 06:10:56 GMT 2024","2368","","","","","","Successful login - happy path #1",""
"passed","Wed Feb 21 06:10:56 GMT 2024","Wed Feb 21 06:10:57 GMT 2024","744","","","","","","Successful login - happy path #2",""
"passed","Wed Feb 21 06:10:57 GMT 2024","Wed Feb 21 06:10:57 GMT 2024","641","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #1",""
"passed","Wed Feb 21 06:10:58 GMT 2024","Wed Feb 21 06:10:59 GMT 2024","645","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #3",""
"passed","Wed Feb 21 06:11:09 GMT 2024","Wed Feb 21 06:11:09 GMT 2024","819","","","","","","Successful registration - happy path",""
"passed","Wed Feb 21 06:11:06 GMT 2024","Wed Feb 21 06:11:09 GMT 2024","2694","","","","","","Creation of the order",""
"passed","Wed Feb 21 06:11:03 GMT 2024","Wed Feb 21 06:11:06 GMT 2024","3084","","","","","","Add product to the cart",""
"passed","Wed Feb 21 06:10:59 GMT 2024","Wed Feb 21 06:11:00 GMT 2024","1396","","","","","","Get all products",""
"passed","Wed Feb 21 06:10:57 GMT 2024","Wed Feb 21 06:10:58 GMT 2024","720","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #2",""
"passed","Wed Feb 21 06:11:00 GMT 2024","Wed Feb 21 06:11:03 GMT 2024","2619","","","","","","Get a specific product from the list based on the product Id",""
