"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 14 06:10:34 GMT 2024","Sun Jan 14 06:10:37 GMT 2024","2530","","","","","","Successful login - happy path #1",""
"passed","Sun Jan 14 06:10:47 GMT 2024","Sun Jan 14 06:10:50 GMT 2024","2931","","","","","","Creation of the order",""
"passed","Sun Jan 14 06:10:37 GMT 2024","Sun Jan 14 06:10:38 GMT 2024","810","","","","","","Successful login - happy path #2",""
"passed","Sun Jan 14 06:10:44 GMT 2024","Sun Jan 14 06:10:47 GMT 2024","3110","","","","","","Add product to the cart",""
"passed","Sun Jan 14 06:10:51 GMT 2024","Sun Jan 14 06:10:51 GMT 2024","760","","","","","","Unsuccessful registration - user tries to register with already used email address",""
"passed","Sun Jan 14 06:10:40 GMT 2024","Sun Jan 14 06:10:42 GMT 2024","1534","","","","","","Get all products",""
"passed","Sun Jan 14 06:10:39 GMT 2024","Sun Jan 14 06:10:40 GMT 2024","706","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #3",""
"passed","Sun Jan 14 06:10:50 GMT 2024","Sun Jan 14 06:10:51 GMT 2024","900","","","","","","Successful registration - happy path",""
"passed","Sun Jan 14 06:10:38 GMT 2024","Sun Jan 14 06:10:39 GMT 2024","790","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #2",""
"passed","Sun Jan 14 06:10:38 GMT 2024","Sun Jan 14 06:10:38 GMT 2024","735","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #1",""
"passed","Sun Jan 14 06:10:42 GMT 2024","Sun Jan 14 06:10:44 GMT 2024","2221","","","","","","Get a specific product from the list based on the product Id",""
