"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 04 06:09:52 GMT 2024","Sun Feb 04 06:09:52 GMT 2024","718","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #1",""
"passed","Sun Feb 04 06:10:01 GMT 2024","Sun Feb 04 06:10:04 GMT 2024","3024","","","","","","Creation of the order",""
"passed","Sun Feb 04 06:09:51 GMT 2024","Sun Feb 04 06:09:52 GMT 2024","846","","","","","","Successful login - happy path #2",""
"passed","Sun Feb 04 06:09:53 GMT 2024","Sun Feb 04 06:09:54 GMT 2024","703","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #3",""
"passed","Sun Feb 04 06:09:58 GMT 2024","Sun Feb 04 06:10:01 GMT 2024","2950","","","","","","Add product to the cart",""
"passed","Sun Feb 04 06:09:48 GMT 2024","Sun Feb 04 06:09:51 GMT 2024","2475","","","","","","Successful login - happy path #1",""
"passed","Sun Feb 04 06:09:52 GMT 2024","Sun Feb 04 06:09:53 GMT 2024","786","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #2",""
"passed","Sun Feb 04 06:09:55 GMT 2024","Sun Feb 04 06:09:58 GMT 2024","2409","","","","","","Get a specific product from the list based on the product Id",""
"passed","Sun Feb 04 06:10:05 GMT 2024","Sun Feb 04 06:10:05 GMT 2024","735","","","","","","Unsuccessful registration - user tries to register with already used email address",""
"passed","Sun Feb 04 06:10:04 GMT 2024","Sun Feb 04 06:10:05 GMT 2024","911","","","","","","Successful registration - happy path",""
"passed","Sun Feb 04 06:09:54 GMT 2024","Sun Feb 04 06:09:55 GMT 2024","1556","","","","","","Get all products",""
