"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 26 06:10:55 GMT 2024","Fri Jan 26 06:10:58 GMT 2024","2594","","","","","","Successful login - happy path #1",""
"passed","Fri Jan 26 06:11:00 GMT 2024","Fri Jan 26 06:11:01 GMT 2024","709","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #3",""
"passed","Fri Jan 26 06:11:12 GMT 2024","Fri Jan 26 06:11:12 GMT 2024","765","","","","","","Unsuccessful registration - user tries to register with already used email address",""
"passed","Fri Jan 26 06:10:58 GMT 2024","Fri Jan 26 06:10:59 GMT 2024","818","","","","","","Successful login - happy path #2",""
"passed","Fri Jan 26 06:11:01 GMT 2024","Fri Jan 26 06:11:02 GMT 2024","1600","","","","","","Get all products",""
"passed","Fri Jan 26 06:10:59 GMT 2024","Fri Jan 26 06:11:00 GMT 2024","829","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #2",""
"passed","Fri Jan 26 06:11:02 GMT 2024","Fri Jan 26 06:11:05 GMT 2024","2264","","","","","","Get a specific product from the list based on the product Id",""
"passed","Fri Jan 26 06:11:11 GMT 2024","Fri Jan 26 06:11:12 GMT 2024","926","","","","","","Successful registration - happy path",""
"passed","Fri Jan 26 06:11:05 GMT 2024","Fri Jan 26 06:11:08 GMT 2024","2947","","","","","","Add product to the cart",""
"passed","Fri Jan 26 06:10:59 GMT 2024","Fri Jan 26 06:10:59 GMT 2024","742","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #1",""
"passed","Fri Jan 26 06:11:08 GMT 2024","Fri Jan 26 06:11:11 GMT 2024","2936","","","","","","Creation of the order",""
