"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 19 06:12:00 GMT 2024","Mon Feb 19 06:12:02 GMT 2024","2754","","","","","","Creation of the order",""
"passed","Mon Feb 19 06:11:51 GMT 2024","Mon Feb 19 06:11:51 GMT 2024","757","","","","","","Successful login - happy path #2",""
"passed","Mon Feb 19 06:11:57 GMT 2024","Mon Feb 19 06:12:00 GMT 2024","2699","","","","","","Add product to the cart",""
"passed","Mon Feb 19 06:11:52 GMT 2024","Mon Feb 19 06:11:53 GMT 2024","738","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #2",""
"passed","Mon Feb 19 06:12:02 GMT 2024","Mon Feb 19 06:12:03 GMT 2024","874","","","","","","Successful registration - happy path",""
"passed","Mon Feb 19 06:11:53 GMT 2024","Mon Feb 19 06:11:55 GMT 2024","1469","","","","","","Get all products",""
"passed","Mon Feb 19 06:11:53 GMT 2024","Mon Feb 19 06:11:53 GMT 2024","657","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #3",""
"passed","Mon Feb 19 06:11:48 GMT 2024","Mon Feb 19 06:11:51 GMT 2024","2531","","","","","","Successful login - happy path #1",""
"passed","Mon Feb 19 06:11:55 GMT 2024","Mon Feb 19 06:11:57 GMT 2024","2070","","","","","","Get a specific product from the list based on the product Id",""
"passed","Mon Feb 19 06:12:03 GMT 2024","Mon Feb 19 06:12:04 GMT 2024","705","","","","","","Unsuccessful registration - user tries to register with already used email address",""
"passed","Mon Feb 19 06:11:51 GMT 2024","Mon Feb 19 06:11:52 GMT 2024","668","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #1",""
