"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 12 06:11:54 GMT 2024","Mon Feb 12 06:11:55 GMT 2024","1007","","","","","","Successful registration - happy path",""
"passed","Mon Feb 12 06:11:37 GMT 2024","Mon Feb 12 06:11:40 GMT 2024","2597","","","","","","Successful login - happy path #1",""
"passed","Mon Feb 12 06:11:41 GMT 2024","Mon Feb 12 06:11:43 GMT 2024","1655","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #1",""
"passed","Mon Feb 12 06:11:40 GMT 2024","Mon Feb 12 06:11:41 GMT 2024","1227","","","","","","Successful login - happy path #2",""
"passed","Mon Feb 12 06:11:46 GMT 2024","Mon Feb 12 06:11:48 GMT 2024","2238","","","","","","Get a specific product from the list based on the product Id",""
"passed","Mon Feb 12 06:11:48 GMT 2024","Mon Feb 12 06:11:51 GMT 2024","3419","","","","","","Add product to the cart",""
"passed","Mon Feb 12 06:11:43 GMT 2024","Mon Feb 12 06:11:44 GMT 2024","766","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #3",""
"passed","Mon Feb 12 06:11:44 GMT 2024","Mon Feb 12 06:11:46 GMT 2024","1620","","","","","","Get all products",""
"passed","Mon Feb 12 06:11:43 GMT 2024","Mon Feb 12 06:11:43 GMT 2024","819","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #2",""
"passed","Mon Feb 12 06:11:52 GMT 2024","Mon Feb 12 06:11:54 GMT 2024","2937","","","","","","Creation of the order",""
"passed","Mon Feb 12 06:11:55 GMT 2024","Mon Feb 12 06:11:56 GMT 2024","753","","","","","","Unsuccessful registration - user tries to register with already used email address",""
