"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 13 06:10:27 GMT 2024","Sat Jan 13 06:10:28 GMT 2024","642","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #3",""
"passed","Sat Jan 13 06:10:34 GMT 2024","Sat Jan 13 06:10:37 GMT 2024","2937","","","","","","Creation of the order",""
"passed","Sat Jan 13 06:10:28 GMT 2024","Sat Jan 13 06:10:29 GMT 2024","1433","","","","","","Get all products",""
"passed","Sat Jan 13 06:10:26 GMT 2024","Sat Jan 13 06:10:27 GMT 2024","739","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #2",""
"passed","Sat Jan 13 06:10:22 GMT 2024","Sat Jan 13 06:10:25 GMT 2024","2415","","","","","","Successful login - happy path #1",""
"passed","Sat Jan 13 06:10:38 GMT 2024","Sat Jan 13 06:10:38 GMT 2024","680","","","","","","Unsuccessful registration - user tries to register with already used email address",""
"passed","Sat Jan 13 06:10:25 GMT 2024","Sat Jan 13 06:10:26 GMT 2024","744","","","","","","Successful login - happy path #2",""
"passed","Sat Jan 13 06:10:29 GMT 2024","Sat Jan 13 06:10:31 GMT 2024","2024","","","","","","Get a specific product from the list based on the product Id",""
"passed","Sat Jan 13 06:10:37 GMT 2024","Sat Jan 13 06:10:38 GMT 2024","854","","","","","","Successful registration - happy path",""
"passed","Sat Jan 13 06:10:26 GMT 2024","Sat Jan 13 06:10:26 GMT 2024","655","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #1",""
"passed","Sat Jan 13 06:10:31 GMT 2024","Sat Jan 13 06:10:34 GMT 2024","2662","","","","","","Add product to the cart",""
