"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 05 22:41:05 GMT 2024","Fri Jan 05 22:41:06 GMT 2024","742","","","","","","Successful login - happy path #2",""
"passed","Fri Jan 05 22:41:06 GMT 2024","Fri Jan 05 22:41:06 GMT 2024","654","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #1",""
"passed","Fri Jan 05 22:41:02 GMT 2024","Fri Jan 05 22:41:05 GMT 2024","2452","","","","","","Successful login - happy path #1",""
"passed","Fri Jan 05 22:41:11 GMT 2024","Fri Jan 05 22:41:14 GMT 2024","2640","","","","","","Add product to the cart",""
"passed","Fri Jan 05 22:41:16 GMT 2024","Fri Jan 05 22:41:17 GMT 2024","843","","","","","","Successful registration - happy path",""
"passed","Fri Jan 05 22:41:06 GMT 2024","Fri Jan 05 22:41:07 GMT 2024","716","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #2",""
"passed","Fri Jan 05 22:41:14 GMT 2024","Fri Jan 05 22:41:16 GMT 2024","2651","","","","","","Creation of the order",""
"passed","Fri Jan 05 22:41:08 GMT 2024","Fri Jan 05 22:41:09 GMT 2024","1443","","","","","","Get all products",""
"passed","Fri Jan 05 22:41:09 GMT 2024","Fri Jan 05 22:41:11 GMT 2024","2001","","","","","","Get a specific product from the list based on the product Id",""
"passed","Fri Jan 05 22:41:07 GMT 2024","Fri Jan 05 22:41:08 GMT 2024","646","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #3",""
"passed","Fri Jan 05 22:41:17 GMT 2024","Fri Jan 05 22:41:18 GMT 2024","672","","","","","","Unsuccessful registration - user tries to register with already used email address",""
