"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 29 06:11:10 GMT 2024","Mon Jan 29 06:11:11 GMT 2024","1520","","","","","","Get all products",""
"passed","Mon Jan 29 06:11:08 GMT 2024","Mon Jan 29 06:11:09 GMT 2024","772","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #2",""
"passed","Mon Jan 29 06:11:20 GMT 2024","Mon Jan 29 06:11:20 GMT 2024","675","","","","","","Unsuccessful registration - user tries to register with already used email address",""
"passed","Mon Jan 29 06:11:11 GMT 2024","Mon Jan 29 06:11:13 GMT 2024","2078","","","","","","Get a specific product from the list based on the product Id",""
"passed","Mon Jan 29 06:11:07 GMT 2024","Mon Jan 29 06:11:08 GMT 2024","952","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #1",""
"passed","Mon Jan 29 06:11:05 GMT 2024","Mon Jan 29 06:11:07 GMT 2024","1878","","","","","","Successful login - happy path #2",""
"passed","Mon Jan 29 06:11:16 GMT 2024","Mon Jan 29 06:11:19 GMT 2024","2786","","","","","","Creation of the order",""
"passed","Mon Jan 29 06:11:09 GMT 2024","Mon Jan 29 06:11:10 GMT 2024","690","","","","","","Unsuccessful login - invalid email, invalid password, invalid email & password #3",""
"passed","Mon Jan 29 06:11:19 GMT 2024","Mon Jan 29 06:11:20 GMT 2024","881","","","","","","Successful registration - happy path",""
"passed","Mon Jan 29 06:11:03 GMT 2024","Mon Jan 29 06:11:05 GMT 2024","2448","","","","","","Successful login - happy path #1",""
"passed","Mon Jan 29 06:11:13 GMT 2024","Mon Jan 29 06:11:16 GMT 2024","2726","","","","","","Add product to the cart",""
